age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;self-direction;power;universalism;achievement;security;stimulation;confromity;hedonism;benevolence;Priority
-7;1;family;regular;none;neither;33;Female;sibling;None;1;v-close;>10 years;4;3;3;1;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;5
-7;1;family;occasional;you;neither;33;Female;sibling;None;1;v-close;>10 years;4;3;3;1;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;2
-11;0;sport;regular;none;neither;29;Male;other;None;-2;v-close;<2 years;3;2;2;1;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;4
2;1;casual;occasional;you;receiving;42;Female;coWorker;None;1;v-close;<2 years;2;3;;4;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;2
-7;1;casual;occasional;other;giving;33;Female;friend;None;1;v-far;>10 years;4;3;3;1;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;3
-11;0;casual;occasional;none;neither;29;Male;other;None;-2;v-close;<2 years;3;2;2;1;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;5
8;0;work;occasional;other;giving;65;Male;coWorker;Lower;-1;v-close;<2 years;2;3;1;3;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;6
-29;0;work;occasional;you;receiving;28;Male;supervisor;Higher;-1;v-close;<2 years;2;2;1;4;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;6
8;0;work;regular;none;neither;65;Male;coWorker;Lower;-1;v-close;<2 years;2;3;1;3;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;6
-25;1;family;occasional;other;neither;32;Female;child;Lower;1;v-close;>10 years;5;4;3;1;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;2
-29;0;sport;regular;none;neither;28;Male;supervisor;Higher;-1;v-close;<2 years;2;2;1;4;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;5
0;1;sport;occasional;other;neither;57;Female;friend;None;2;close;>10 years;5;4;4;1;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;6
8;0;casual;regular;none;neither;65;Male;coWorker;Lower;-1;v-close;<2 years;2;3;1;3;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;5
-29;0;casual;occasional;other;giving;28;Male;supervisor;Higher;-1;v-close;<2 years;2;2;1;4;0.11;1.11;1.61;-0.89;0.11;-0.89;-0.89;-0.89;0.61;6
-2;0;work;occasional;other;giving;24;Male;other;None;-1;v-far;2-5 years;2;1;;1;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;7
7;1;work;occasional;you;receiving;33;Female;supervisor;Higher;1;v-close;<2 years;2;4;;2;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;7
7;1;work;regular;none;neither;33;Female;supervisor;Higher;1;v-close;<2 years;2;4;;2;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;6
-3;0;family;occasional;other;neither;23;Male;sibling;None;1;v-far;>10 years;3;2;3;1;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;6
12;1;sport;occasional;other;neither;38;Female;coWorker;Higher;0;v-close;<2 years;1;2;;2;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;5
12;1;casual;occasional;you;receiving;38;Female;coWorker;Higher;0;v-close;<2 years;1;2;;2;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;2
7;1;casual;occasional;other;giving;33;Female;supervisor;Higher;1;v-close;<2 years;2;4;;2;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;6
-2;0;casual;occasional;none;neither;24;Male;other;None;-1;v-far;2-5 years;2;1;;1;-0.17;-0.17;0.83;-0.17;0.33;1.83;-2.67;0.33;-0.17;6
6;0;work;occasional;other;giving;40;Male;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;7
6;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;7
6;0;work;regular;none;neither;40;Male;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;6
10;0;family;occasional;you;neither;44;Male;sibling;None;2;v-far;>10 years;5;4;3;1;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;1
-2;0;sport;occasional;other;neither;32;Male;friend;None;1;v-close;5-10 years;4;3;3;1;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;7
-2;1;casual;regular;none;neither;32;Female;extendedFamily;None;-2;v-close;5-10 years;3;1;2;1;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;6
-2;1;casual;occasional;you;receiving;32;Female;extendedFamily;None;-2;v-close;5-10 years;3;1;2;1;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;1
-2;1;casual;occasional;none;neither;32;Female;extendedFamily;None;-2;v-close;5-10 years;3;1;2;1;1.39;-1.11;1.39;-1.61;0.89;-0.61;-1.61;-0.11;1.39;1
17;0;work;occasional;other;giving;55;Male;supervisor;Higher;-2;v-far;5-10 years;2;1;2;5;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;6
22;0;work;occasional;you;receiving;60;Male;supervisor;Higher;-1;far;2-5 years;2;1;2;5;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;6
-10;1;family;regular;none;neither;28;Female;sibling;Lower;2;v-far;>10 years;5;3;4;1;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;7
-10;1;family;occasional;you;neither;28;Female;sibling;Lower;2;v-far;>10 years;5;3;4;1;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;3
17;0;sport;regular;none;neither;55;Male;supervisor;Higher;-2;v-far;5-10 years;2;1;2;5;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;7
17;1;casual;regular;none;neither;55;Female;neighbour;None;1;v-close;2-5 years;2;3;2;4;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;2
-12;1;casual;occasional;you;receiving;26;Female;friend;None;2;v-far;<2 years;3;4;3;1;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;5
17;0;casual;occasional;none;neither;55;Male;supervisor;Higher;-2;v-far;5-10 years;2;1;2;5;1.33;-1.17;0.83;-1.67;-0.17;-1.17;0.33;0.83;0.83;6
-11;1;work;occasional;other;giving;25;Male;friend;Lower;1;close;<2 years;1;4;5;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;5
0;0;work;regular;none;neither;36;Female;supervisor;Higher;2;close;>10 years;4;5;4;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;6
0;1;family;occasional;you;neither;36;Male;parent;Higher;2;close;>10 years;4;5;4;5;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;6
-24;1;family;occasional;other;neither;12;Male;child;Higher;-1;far;>10 years;4;5;4;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;5
0;0;sport;regular;none;neither;36;Female;supervisor;Higher;2;close;>10 years;4;5;4;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;5
-11;1;casual;regular;none;neither;25;Male;friend;Lower;1;close;<2 years;1;4;5;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;5
0;0;casual;occasional;you;receiving;36;Female;supervisor;Higher;2;close;>10 years;4;5;4;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;6
-11;1;casual;occasional;none;neither;25;Male;friend;Lower;1;close;2-5 years;4;5;4;4;-0.39;0.11;0.61;-0.39;0.61;-0.39;0.11;0.11;-0.39;5
-5;1;work;occasional;other;giving;35;Female;extendedFamily;None;-1;v-far;5-10 years;2;1;;1;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;7
25;1;work;occasional;you;receiving;65;Female;supervisor;Higher;1;v-close;>10 years;3;2;2;5;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;7
25;1;work;regular;none;neither;65;Female;supervisor;Higher;1;v-close;>10 years;3;2;2;5;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;7
3;0;family;occasional;you;neither;43;Male;partner;Higher;1;v-close;>10 years;5;5;3;5;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;4
1;1;sport;occasional;other;neither;41;Female;friend;None;1;close;>10 years;5;2;5;1;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;7
1;1;casual;regular;none;neither;41;Female;friend;None;1;close;>10 years;5;2;5;1;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;6
1;1;casual;occasional;other;giving;41;Female;friend;None;1;close;>10 years;5;2;5;1;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;5
-5;1;casual;occasional;none;neither;35;Female;extendedFamily;None;-1;v-far;5-10 years;2;1;;1;-0.28;-1.78;0.22;-1.78;-0.28;-0.28;2.22;-0.28;2.22;6
8;0;work;occasional;other;giving;58;Male;coWorker;None;-1;v-close;5-10 years;3;1;1;4;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;7
8;0;work;regular;none;neither;58;Male;coWorker;None;-1;v-close;5-10 years;3;1;1;4;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;4
-2;1;family;regular;none;neither;48;Female;sibling;Lower;2;v-close;>10 years;5;5;5;1;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;7
-2;1;family;occasional;other;neither;48;Female;sibling;Lower;2;v-close;>10 years;5;5;5;1;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;6
-6;0;sport;occasional;other;neither;44;Male;supervisor;Higher;1;v-close;5-10 years;2;2;2;4;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;4
-6;0;casual;occasional;you;receiving;44;Male;supervisor;Higher;1;v-close;5-10 years;2;2;2;4;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;4
-9;1;casual;occasional;other;giving;41;Female;neighbour;None;0;v-close;>10 years;2;1;;;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;5
-6;0;casual;occasional;none;neither;44;Male;supervisor;Higher;1;v-close;5-10 years;2;2;2;4;0.89;-2.11;1.89;-2.61;1.89;-1.11;1.89;-2.61;1.89;6
11;0;work;occasional;you;receiving;69;Female;supervisor;Higher;2;v-far;>10 years;4;3;3;5;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;6
-2;1;family;regular;none;neither;56;Male;sibling;None;0;v-far;>10 years;5;2;4;2;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;6
-2;1;family;occasional;you;neither;56;Male;sibling;None;0;v-far;>10 years;5;2;4;2;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;6
-2;1;family;occasional;other;neither;56;Male;sibling;None;0;v-far;>10 years;5;2;4;2;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;7
-12;0;sport;occasional;other;neither;46;Female;friend;Lower;1;v-far;>10 years;2;2;4;4;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;7
2;0;casual;regular;none;neither;60;Female;friend;None;-1;v-close;>10 years;5;2;4;3;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;7
-12;0;casual;occasional;other;giving;46;Female;friend;Lower;1;v-far;>10 years;2;2;4;4;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;7
-4;1;casual;occasional;none;neither;54;Male;friend;Lower;2;close;2-5 years;4;3;3;2;1.17;-0.33;-0.33;-0.33;-0.33;1.17;-1.33;1.17;-0.83;7
28;0;work;occasional;other;giving;60;Male;other;None;0;v-close;2-5 years;2;1;;1;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;7
23;1;work;occasional;you;receiving;55;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;2;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;6
-3;1;family;occasional;you;neither;29;Female;sibling;None;2;v-close;>10 years;5;5;4;1;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;2
-3;1;family;occasional;other;neither;29;Female;sibling;None;2;v-close;>10 years;5;5;4;1;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;5
23;1;sport;regular;none;neither;55;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;2;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;7
23;1;sport;occasional;other;neither;55;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;2;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;5
23;1;casual;regular;none;neither;55;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;2;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;6
1;1;casual;occasional;you;receiving;33;Female;friend;None;-2;v-close;>10 years;4;1;2;1;-0.28;-0.28;0.72;-0.78;0.72;-1.28;-0.28;0.72;0.72;5
5;0;work;regular;none;neither;34;Female;supervisor;Higher;1;v-close;2-5 years;2;3;2;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;5
-5;0;family;regular;none;neither;24;Female;extendedFamily;Lower;1;v-close;>10 years;3;3;4;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;5
-5;0;family;occasional;you;neither;24;Female;extendedFamily;Lower;1;v-close;>10 years;3;3;4;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;5
-5;0;family;occasional;other;neither;24;Female;extendedFamily;Lower;1;v-close;>10 years;3;3;4;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;2
5;0;casual;regular;none;neither;34;Female;supervisor;Higher;1;v-close;2-5 years;2;3;2;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;4
0;1;casual;occasional;you;receiving;29;Male;coWorker;Lower;0;v-close;<2 years;2;2;2;2;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;4
5;0;casual;occasional;other;giving;34;Female;supervisor;Higher;1;v-close;2-5 years;2;3;2;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;4
5;0;casual;occasional;none;neither;34;Female;supervisor;Higher;1;v-close;2-5 years;2;3;2;3;-0.17;0.33;-0.17;-0.17;0.83;-0.67;0.33;-1.17;0.83;5
38;1;work;occasional;other;giving;60;Male;supervisor;Higher;1;v-close;<2 years;3;3;4;4;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;7
38;1;work;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;<2 years;3;3;4;4;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;7
38;1;work;regular;none;neither;60;Male;supervisor;Higher;1;v-close;<2 years;3;3;4;4;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;7
0;0;family;occasional;other;neither;22;Female;partner;None;2;v-close;2-5 years;5;5;4;4;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;6
0;1;sport;regular;none;neither;22;Male;friend;None;2;v-close;2-5 years;4;5;3;4;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;7
38;1;sport;occasional;other;neither;60;Male;supervisor;Higher;1;v-close;<2 years;3;3;4;4;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;7
58;1;casual;occasional;you;receiving;80;Male;other;None;-1;v-close;<2 years;1;2;;5;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;6
0;1;casual;occasional;other;giving;22;Male;groupMember;None;0;v-close;<2 years;2;2;3;3;-0.67;-2.17;1.83;-0.67;0.33;-2.17;2.33;-0.67;1.83;5
0;1;work;regular;none;neither;29;Female;supervisor;Higher;1;v-close;<2 years;2;5;3;3;1;-2.5;0;0;0;0;0;0.5;1;7
30;1;family;regular;none;neither;59;Female;parent;Higher;2;v-far;>10 years;4;5;3;1;1;-2.5;0;0;0;0;0;0.5;1;7
30;1;family;occasional;you;neither;59;Female;parent;Higher;2;v-far;>10 years;4;5;3;1;1;-2.5;0;0;0;0;0;0.5;1;6
30;1;family;occasional;other;neither;59;Female;parent;Higher;2;v-far;>10 years;4;5;3;1;1;-2.5;0;0;0;0;0;0.5;1;5
0;1;sport;regular;none;neither;29;Female;supervisor;Higher;1;v-close;<2 years;2;5;3;3;1;-2.5;0;0;0;0;0;0.5;1;4
11;1;casual;regular;none;neither;40;Female;coWorker;Higher;1;v-close;<2 years;2;3;2;4;1;-2.5;0;0;0;0;0;0.5;1;5
0;1;casual;occasional;you;receiving;29;Female;supervisor;Higher;1;v-close;<2 years;2;5;3;3;1;-2.5;0;0;0;0;0;0.5;1;5
0;1;casual;occasional;none;neither;29;Female;supervisor;Higher;1;v-close;<2 years;2;5;3;3;1;-2.5;0;0;0;0;0;0.5;1;7
14;1;work;occasional;you;receiving;58;Male;supervisor;Higher;0;v-close;2-5 years;3;3;2;5;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;6
-6;0;family;regular;none;neither;38;Female;partner;None;1;v-close;>10 years;5;5;4;1;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;7
-6;0;family;occasional;you;neither;38;Female;partner;None;1;v-close;>10 years;5;5;4;1;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;6
-6;0;family;occasional;other;neither;38;Female;partner;None;1;v-close;>10 years;5;5;4;1;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;6
20;1;sport;regular;none;neither;64;Male;neighbour;None;0;v-far;>10 years;2;1;3;1;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;6
14;1;sport;occasional;other;neither;58;Male;supervisor;Higher;0;v-close;2-5 years;3;3;2;5;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;1
20;1;casual;occasional;you;receiving;64;Male;neighbour;None;0;v-far;>10 years;2;1;3;1;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;6
-6;1;casual;occasional;none;neither;38;Male;friend;None;2;v-close;>10 years;4;4;4;2;0.72;-0.28;1.22;-0.28;0.72;-2.78;-0.78;0.22;1.22;3
8;0;work;occasional;other;giving;40;Male;supervisor;Higher;1;v-close;2-5 years;4;4;4;4;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;7
8;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;2-5 years;4;4;4;4;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;4
10;1;work;regular;none;neither;42;Female;coWorker;None;1;v-close;<2 years;1;2;2;4;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;5
18;1;family;regular;none;neither;50;Female;extendedFamily;None;1;close;>10 years;5;4;4;3;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;4
-4;0;sport;regular;none;neither;28;Male;friend;None;2;close;<2 years;4;4;4;3;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;7
8;0;sport;occasional;other;neither;40;Male;supervisor;Higher;1;v-close;2-5 years;4;4;4;4;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;7
8;0;casual;regular;none;neither;40;Male;supervisor;Higher;1;v-close;2-5 years;4;4;4;4;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;4
10;1;casual;occasional;other;giving;42;Female;coWorker;None;1;v-close;<2 years;1;2;2;4;0.28;-0.22;-0.22;0.78;-0.22;0.28;-0.22;-0.22;-0.22;1
-17;0;work;regular;none;neither;32;Male;supervisor;Higher;1;v-close;2-5 years;3;4;4;2;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;7
-30;0;family;regular;none;neither;19;Male;child;Lower;1;v-close;>10 years;5;5;4;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;5
-30;0;family;occasional;you;neither;19;Male;child;Lower;1;v-close;>10 years;5;5;4;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;4
-30;0;family;occasional;other;neither;19;Male;child;Lower;1;v-close;>10 years;5;5;4;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;7
1;1;sport;regular;none;neither;50;Female;groupMember;None;-1;close;5-10 years;3;2;3;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;7
6;0;sport;occasional;other;neither;55;Male;other;None;0;close;5-10 years;2;2;3;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;7
6;0;casual;regular;none;neither;55;Male;other;None;0;close;5-10 years;2;2;3;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;6
-9;1;casual;occasional;other;giving;40;Female;friend;None;1;v-close;>10 years;4;4;5;1;0.78;-0.22;0.78;-0.72;-0.22;0.28;-0.22;-0.22;-0.22;7
0;1;work;occasional;other;giving;31;Female;friend;None;2;far;>10 years;2;2;5;;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;7
29;1;work;occasional;you;receiving;60;Female;supervisor;Higher;0;v-close;5-10 years;1;1;1;5;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;7
29;1;work;regular;none;neither;60;Female;supervisor;Higher;0;v-close;5-10 years;1;1;1;5;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;5
34;1;family;occasional;you;neither;65;Female;parent;None;-1;far;>10 years;4;2;1;;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;6
0;1;sport;regular;none;neither;31;Female;friend;None;2;far;>10 years;2;2;5;;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;6
29;1;sport;occasional;other;neither;60;Female;supervisor;Higher;0;v-close;5-10 years;1;1;1;5;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;4
29;1;casual;regular;none;neither;60;Female;supervisor;Higher;0;v-close;5-10 years;1;1;1;5;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;1
0;1;casual;occasional;other;giving;31;Female;friend;None;2;far;>10 years;2;2;5;;0.72;0.72;1.22;-2.28;-0.28;1.22;-2.28;-0.28;1.22;1
0;1;work;occasional;other;giving;20;Female;friend;None;2;far;5-10 years;5;5;4;1;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;6
25;1;work;occasional;you;receiving;45;Female;supervisor;Higher;1;v-far;>10 years;4;3;3;3;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;7
25;1;work;regular;none;neither;45;Female;supervisor;Higher;1;v-far;>10 years;4;3;3;3;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;6
21;1;family;occasional;you;neither;41;Female;parent;Higher;1;v-far;>10 years;4;5;3;1;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;7
25;1;casual;regular;none;neither;45;Female;supervisor;Higher;1;v-far;>10 years;4;3;3;3;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;1
0;1;casual;occasional;you;receiving;20;Female;friend;None;2;far;5-10 years;5;5;4;1;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;6
0;1;casual;occasional;other;giving;20;Female;friend;None;2;far;5-10 years;5;5;4;1;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;7
0;1;casual;occasional;none;neither;20;Female;friend;None;2;far;5-10 years;5;5;4;1;0.22;0.72;-0.28;0.22;0.72;-1.78;0.22;-0.78;0.72;7
24;1;work;occasional;you;receiving;47;Male;supervisor;Higher;1;v-close;<2 years;3;3;;5;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;7
18;0;family;regular;none;neither;41;Female;parent;None;1;v-close;>10 years;5;4;2;5;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;6
18;0;family;occasional;you;neither;41;Female;parent;None;1;v-close;>10 years;5;4;2;5;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;6
18;0;family;occasional;other;neither;41;Female;parent;None;1;v-close;>10 years;5;4;2;5;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;6
3;1;sport;regular;none;neither;26;Male;friend;None;2;v-far;5-10 years;4;5;4;1;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;7
24;1;casual;occasional;you;receiving;47;Male;supervisor;Higher;1;v-close;<2 years;3;3;;5;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;5
-1;1;casual;occasional;other;giving;22;Male;other;None;-2;v-close;2-5 years;;1;;;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;7
3;1;casual;occasional;none;neither;26;Male;friend;None;2;v-far;5-10 years;4;5;4;1;-0.11;-0.61;0.89;0.89;0.89;-1.61;-0.61;0.39;-0.11;1
13;1;work;occasional;other;giving;75;Female;coWorker;None;1;v-close;2-5 years;2;3;3;1;-0.06;-2.56;1.94;-1.56;0.94;-1.06;1.94;-1.56;1.94;6
-22;0;work;occasional;you;receiving;40;Male;supervisor;Higher;-1;v-close;<2 years;2;3;3;2;-0.06;-2.56;1.94;-1.56;0.94;-1.06;1.94;-1.56;1.94;6
-22;0;work;regular;none;neither;40;Male;supervisor;Higher;-1;v-close;<2 years;2;3;3;2;-0.06;-2.56;1.94;-1.56;0.94;-1.06;1.94;-1.56;1.94;7
-24;0;family;occasional;you;neither;38;Male;child;None;2;v-close;>10 years;5;5;4;1;-0.06;-2.56;1.94;-1.56;0.94;-1.06;1.94;-1.56;1.94;1
-21;0;sport;regular;none;neither;41;Male;friend;None;2;v-close;>10 years;4;3;3;1;-0.06;-2.56;1.94;-1.56;0.94;-1.06;1.94;-1.56;1.94;7
-36;1;sport;occasional;other;neither;26;Female;extendedFamily;None;-2;v-close;>10 years;4;1;4;1;-0.06;-2.56;1.94;-1.56;0.94;-1.06;1.94;-1.56;1.94;6
