age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;self-direction;power;universalism;achievement;security;stimulation;confromity;hedonism;benevolence;Priority
-4;1;family;occasional;you;neither;21;Female;sibling;Lower;2;v-far;>10 years;5;4;4;1;-0.61;-2.11;0.89;0.89;-0.11;-0.61;0.89;-0.11;0.89;4
-4;1;family;occasional;other;neither;21;Female;sibling;Lower;2;v-far;>10 years;5;4;4;1;-0.61;-2.11;0.89;0.89;-0.11;-0.61;0.89;-0.11;0.89;3
1;1;sport;occasional;other;neither;26;Female;coWorker;None;0;v-close;<2 years;2;2;;3;-0.61;-2.11;0.89;0.89;-0.11;-0.61;0.89;-0.11;0.89;5
-1;0;casual;regular;none;neither;24;Male;coWorker;Lower;-1;v-close;<2 years;2;1;1;3;-0.61;-2.11;0.89;0.89;-0.11;-0.61;0.89;-0.11;0.89;2
-1;0;casual;occasional;you;receiving;24;Male;coWorker;Lower;-1;v-close;<2 years;2;1;1;3;-0.61;-2.11;0.89;0.89;-0.11;-0.61;0.89;-0.11;0.89;2
1;1;casual;occasional;none;neither;26;Female;coWorker;None;0;v-close;<2 years;2;2;;3;-0.61;-2.11;0.89;0.89;-0.11;-0.61;0.89;-0.11;0.89;2
0;1;work;occasional;other;giving;27;Female;friend;None;2;v-close;>10 years;5;5;5;3;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;7
3;1;family;regular;none;neither;30;Female;extendedFamily;None;1;v-close;>10 years;5;5;3;3;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;7
3;1;family;occasional;you;neither;30;Female;extendedFamily;None;1;v-close;>10 years;5;5;3;3;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;3
3;1;family;occasional;other;neither;30;Female;extendedFamily;None;1;v-close;>10 years;5;5;3;3;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;4
7;0;sport;regular;none;neither;34;Male;neighbour;None;0;v-close;<2 years;1;2;;;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;6
0;1;sport;occasional;other;neither;27;Female;friend;None;2;v-close;>10 years;5;5;5;3;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;5
0;1;casual;occasional;you;receiving;27;Female;coWorker;None;-1;v-close;>10 years;3;1;1;1;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;1
23;0;casual;occasional;none;neither;50;Male;supervisor;Higher;-1;v-close;<2 years;;5;;1;0.22;-3.28;1.22;-0.28;1.22;-0.78;-0.78;1.22;1.22;4
-4;1;work;occasional;other;giving;35;Male;friend;None;2;v-far;>10 years;5;2;4;1;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;7
6;1;work;regular;none;neither;45;Male;supervisor;Higher;2;v-far;5-10 years;5;3;4;2;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;7
26;0;family;occasional;you;neither;65;Female;parent;Higher;2;v-far;>10 years;5;5;5;5;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;7
26;0;family;occasional;other;neither;65;Female;parent;Higher;2;v-far;>10 years;5;5;5;5;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;7
-7;1;sport;regular;none;neither;32;Male;other;None;0;far;<2 years;1;1;3;1;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;7
6;1;sport;occasional;other;neither;45;Male;supervisor;Higher;2;v-far;5-10 years;5;3;4;2;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;7
6;1;casual;regular;none;neither;45;Male;supervisor;Higher;2;v-far;5-10 years;5;3;4;2;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;6
16;1;casual;occasional;you;receiving;55;Male;coWorker;Higher;-1;v-far;2-5 years;2;1;1;5;0.61;-1.39;0.61;-0.39;0.11;-0.39;-0.39;0.61;0.61;3
1;1;work;occasional;other;giving;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;6
6;1;work;occasional;you;receiving;39;Female;supervisor;Higher;1;v-close;5-10 years;3;3;2;3;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;7
6;1;work;regular;none;neither;39;Female;supervisor;Higher;1;v-close;5-10 years;3;3;2;3;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;7
3;0;family;occasional;other;neither;36;Male;partner;None;1;v-close;>10 years;5;5;4;1;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;7
1;1;sport;regular;none;neither;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;7
1;1;sport;occasional;other;neither;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;6
1;1;casual;occasional;you;receiving;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;3
6;1;casual;occasional;other;giving;39;Female;supervisor;Higher;1;v-close;5-10 years;2;4;;4;1.61;0.11;-0.39;-1.39;0.11;0.61;-1.89;-0.39;1.61;7
-1;1;work;occasional;other;giving;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;6
14;0;work;occasional;you;receiving;50;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;3;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;6
14;0;work;regular;none;neither;50;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;3;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;6
5;0;family;regular;none;neither;41;Male;partner;None;2;v-close;>10 years;5;5;4;1;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;7
-1;1;sport;regular;none;neither;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;7
-1;1;casual;regular;none;neither;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;2
-1;1;casual;occasional;you;receiving;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;1
-1;1;casual;occasional;other;giving;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;1.83;-0.67;-1.17;-1.17;0.33;0.33;-0.17;0.33;0.33;3
9;1;work;regular;none;neither;49;Male;supervisor;Higher;1;v-close;>10 years;2;3;2;4;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;7
-1;0;family;regular;none;neither;39;Female;partner;None;1;v-close;>10 years;4;5;3;5;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;7
-1;0;family;occasional;you;neither;39;Female;partner;None;1;v-close;>10 years;4;5;3;5;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;6
-1;0;family;occasional;other;neither;39;Female;partner;None;1;v-close;>10 years;4;5;3;5;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;5
-12;0;sport;regular;none;neither;28;Female;coWorker;Lower;1;v-close;<2 years;2;4;3;4;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;7
9;1;sport;occasional;other;neither;49;Male;supervisor;Higher;1;v-close;>10 years;2;3;2;4;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;7
-12;0;casual;occasional;you;receiving;28;Female;coWorker;Lower;1;v-close;<2 years;2;4;3;4;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;5
9;1;casual;occasional;none;neither;49;Male;supervisor;Higher;1;v-close;>10 years;2;3;2;4;-0.11;-1.61;-0.11;-0.11;-0.11;0.39;-1.11;0.89;1.89;1
14;0;work;occasional;you;receiving;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;3;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;7
14;0;work;regular;none;neither;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;3;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;6
-3;0;family;regular;none;neither;28;Male;sibling;Lower;2;v-far;>10 years;5;3;5;1;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;6
-3;0;family;occasional;you;neither;28;Male;sibling;Lower;2;v-far;>10 years;5;3;5;1;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;5
14;0;sport;regular;none;neither;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;3;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;7
-7;1;sport;occasional;other;neither;24;Female;coWorker;None;1;v-close;<2 years;2;2;2;1;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;6
14;0;casual;occasional;other;giving;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;3;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;6
0;1;casual;occasional;none;neither;31;Female;friend;None;-1;v-far;5-10 years;1;1;2;1;1.28;-1.22;0.28;-0.72;0.28;1.28;-2.72;0.28;1.28;5
26;1;work;occasional;you;receiving;53;Male;supervisor;Higher;1;close;2-5 years;3;2;2;4;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;6
22;0;family;regular;none;neither;49;Female;parent;Higher;2;v-close;>10 years;5;4;3;2;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;6
22;0;family;occasional;you;neither;49;Female;parent;Higher;2;v-close;>10 years;5;4;3;2;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;5
22;0;family;occasional;other;neither;49;Female;parent;Higher;2;v-close;>10 years;5;4;3;2;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;6
-1;1;sport;regular;none;neither;26;Male;friend;None;2;v-close;5-10 years;5;3;4;1;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;7
-2;1;casual;occasional;you;receiving;25;Male;friend;None;1;v-close;2-5 years;2;3;4;2;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;6
-1;1;casual;occasional;other;giving;26;Male;friend;None;2;v-close;5-10 years;5;3;4;1;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;7
-2;1;casual;occasional;none;neither;25;Male;friend;None;1;v-close;2-5 years;2;3;4;2;1.44;-0.56;0.44;-0.56;-0.56;-0.06;-0.06;-0.56;0.44;6
4;1;work;occasional;other;giving;32;Female;groupMember;None;1;v-close;<2 years;2;2;2;3;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;7
7;0;work;occasional;you;receiving;35;Male;supervisor;Higher;1;v-close;<2 years;1;1;2;5;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;7
30;1;family;regular;none;neither;58;Female;parent;None;1;v-far;>10 years;5;4;2;1;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;7
30;1;family;occasional;other;neither;58;Female;parent;None;1;v-far;>10 years;5;4;2;1;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;6
4;1;sport;regular;none;neither;32;Female;groupMember;None;1;v-close;<2 years;2;2;2;3;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;7
0;1;sport;occasional;other;neither;28;Female;friend;None;1;v-far;>10 years;3;2;3;2;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;5
7;0;casual;regular;none;neither;35;Male;supervisor;Higher;1;v-close;<2 years;1;1;2;5;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;5
7;0;casual;occasional;other;giving;35;Male;supervisor;Higher;1;v-close;<2 years;1;1;2;5;0.94;-2.56;1.44;-1.56;1.94;-1.06;-0.06;0.44;0.44;6
-5;0;work;occasional;other;giving;19;Female;neighbour;Lower;0;far;<2 years;1;1;;1;-1;-1;0;1;0;0;0;0;1;4
21;1;work;occasional;you;receiving;45;Male;supervisor;Higher;0;v-far;<2 years;1;1;;2;-1;-1;0;1;0;0;0;0;1;3
-3;1;family;occasional;you;neither;21;Male;extendedFamily;None;1;v-far;>10 years;3;2;3;4;-1;-1;0;1;0;0;0;0;1;1
-3;1;family;occasional;other;neither;21;Male;extendedFamily;None;1;v-far;>10 years;3;2;3;4;-1;-1;0;1;0;0;0;0;1;5
-5;0;sport;regular;none;neither;19;Female;friend;Lower;0;v-far;>10 years;2;1;;1;-1;-1;0;1;0;0;0;0;1;5
21;1;sport;occasional;other;neither;45;Male;supervisor;Higher;0;v-far;<2 years;1;1;;2;-1;-1;0;1;0;0;0;0;1;3
4;1;casual;regular;none;neither;28;Male;groupMember;Lower;-1;v-close;>10 years;4;3;5;2;-1;-1;0;1;0;0;0;0;1;4
4;1;casual;occasional;you;receiving;28;Male;groupMember;Lower;-1;v-close;>10 years;4;3;5;2;-1;-1;0;1;0;0;0;0;1;2
0;0;work;occasional;other;giving;26;Other;friend;None;2;close;>10 years;5;5;5;1;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;7
14;1;work;occasional;you;receiving;40;Female;supervisor;Higher;0;far;2-5 years;2;1;2;3;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;7
34;1;family;regular;none;neither;60;Female;parent;None;1;far;>10 years;5;4;2;1;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;6
34;1;family;occasional;other;neither;60;Female;parent;None;1;far;>10 years;5;4;2;1;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;2
0;0;casual;regular;none;neither;26;Other;friend;None;2;close;>10 years;5;5;5;1;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;3
2;1;casual;occasional;you;receiving;28;Female;friend;None;1;close;2-5 years;2;2;2;1;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;7
2;1;casual;occasional;other;giving;28;Female;friend;None;1;close;2-5 years;2;2;2;1;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;7
14;1;casual;occasional;none;neither;40;Female;supervisor;Higher;0;far;2-5 years;2;1;2;3;0.67;-2.33;2.17;-2.33;0.67;2.17;-2.83;-0.33;2.17;7
1;1;work;regular;none;neither;34;Female;supervisor;Higher;2;v-close;<2 years;5;4;3;3;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;1
20;0;family;regular;none;neither;53;Male;parent;Higher;-2;close;>10 years;5;1;4;1;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;1
20;0;family;occasional;you;neither;53;Male;parent;Higher;-2;close;>10 years;5;1;4;1;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;2
20;0;family;occasional;other;neither;53;Male;parent;Higher;-2;close;>10 years;5;1;4;1;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;6
1;1;sport;occasional;other;neither;34;Female;supervisor;Higher;2;v-close;<2 years;5;4;3;3;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;7
-11;1;casual;occasional;you;receiving;22;Female;friend;Higher;2;v-close;2-5 years;5;4;4;3;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;5
-11;1;casual;occasional;other;giving;22;Female;friend;Higher;2;v-close;2-5 years;5;4;4;3;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;6
0;1;casual;occasional;none;neither;33;Female;friend;Lower;-1;v-close;5-10 years;5;4;5;1;-0.67;-1.17;0.33;-0.67;1.33;1.33;-0.17;-0.17;-0.17;7
-6;0;work;occasional;other;giving;28;Male;friend;None;2;v-close;2-5 years;4;4;4;1;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;2
24;1;work;occasional;you;receiving;58;Female;supervisor;Higher;-1;v-close;>10 years;3;2;2;3;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;2
24;1;work;regular;none;neither;58;Female;supervisor;Higher;-1;v-close;>10 years;3;2;2;3;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;7
-17;1;family;occasional;you;neither;17;Female;child;None;2;v-far;>10 years;5;5;4;1;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;7
-6;0;sport;regular;none;neither;28;Male;friend;None;2;v-close;2-5 years;4;4;4;1;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;7
-6;0;casual;regular;none;neither;28;Male;friend;None;2;v-close;2-5 years;4;4;4;1;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;7
24;1;casual;occasional;other;giving;58;Female;supervisor;Higher;-1;v-close;>10 years;3;2;2;3;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;1
-6;0;casual;occasional;none;neither;28;Male;friend;None;2;v-close;2-5 years;4;4;4;1;1.28;-0.72;1.28;-0.72;-0.72;1.28;-2.22;0.28;0.28;2
33;1;work;regular;none;neither;55;Female;supervisor;Higher;0;v-close;<2 years;2;2;;3;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;7
30;1;family;regular;none;neither;52;Female;parent;Higher;1;v-close;>10 years;5;5;3;3;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;7
30;1;family;occasional;you;neither;52;Female;parent;Higher;1;v-close;>10 years;5;5;3;3;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;2
30;1;family;occasional;other;neither;52;Female;parent;Higher;1;v-close;>10 years;5;5;3;3;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;1
33;1;sport;regular;none;neither;55;Female;supervisor;Higher;0;v-close;<2 years;2;2;;3;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;7
33;1;sport;occasional;other;neither;55;Female;supervisor;Higher;0;v-close;<2 years;2;2;;3;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;7
1;1;casual;occasional;other;giving;23;Female;friend;None;2;v-close;2-5 years;4;5;4;1;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;7
7;1;casual;occasional;none;neither;29;Female;extendedFamily;Lower;-1;v-close;5-10 years;5;3;;1;-0.11;-1.61;0.89;0.39;-0.11;-0.61;1.89;-1.61;0.89;7
9;1;work;occasional;other;giving;55;Female;supervisor;Higher;-1;close;5-10 years;2;1;;1;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;1
9;1;work;occasional;you;receiving;55;Female;supervisor;Higher;-1;close;5-10 years;2;1;;1;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;1
-6;1;work;regular;none;neither;40;Female;coWorker;None;-1;v-close;<2 years;2;2;;1;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;5
5;0;family;occasional;other;neither;51;Male;partner;None;2;v-close;>10 years;5;5;4;5;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;3
9;1;sport;regular;none;neither;55;Female;supervisor;Higher;-1;close;5-10 years;2;1;;1;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;6
-19;1;sport;occasional;other;neither;27;Female;groupMember;None;1;v-close;<2 years;2;3;3;3;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;5
-19;1;casual;occasional;you;receiving;27;Female;groupMember;None;1;v-close;<2 years;2;3;3;3;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;6
10;1;casual;occasional;none;neither;56;Female;friend;None;2;v-close;5-10 years;5;5;4;3;0.78;-2.22;1.78;-1.22;0.28;-1.72;1.28;-0.72;1.78;5
15;0;work;occasional;you;receiving;37;Male;supervisor;Higher;1;v-far;2-5 years;3;2;;2;0;0;0;0;0;0;0;0;0;6
15;0;work;regular;none;neither;37;Male;supervisor;Higher;1;v-far;2-5 years;3;2;;2;0;0;0;0;0;0;0;0;0;6
53;0;family;regular;none;neither;75;Male;parent;None;0;v-far;>10 years;3;2;;4;0;0;0;0;0;0;0;0;0;6
44;1;family;occasional;other;neither;66;Female;parent;None;-1;v-far;>10 years;3;2;;2;0;0;0;0;0;0;0;0;0;5
5;0;sport;regular;none;neither;27;Male;friend;None;2;v-close;<2 years;4;5;4;2;0;0;0;0;0;0;0;0;0;5
15;0;sport;occasional;other;neither;37;Male;supervisor;Higher;1;v-far;2-5 years;3;2;;2;0;0;0;0;0;0;0;0;0;5
-4;0;casual;regular;none;neither;18;Male;other;None;1;v-far;<2 years;2;1;;2;0;0;0;0;0;0;0;0;0;6
5;0;casual;occasional;other;giving;27;Male;friend;None;2;v-close;<2 years;4;5;4;2;0;0;0;0;0;0;0;0;0;7
0;1;work;occasional;other;giving;52;Female;friend;None;2;v-close;>10 years;4;4;4;2;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;7
13;0;work;occasional;you;receiving;65;Male;supervisor;Higher;1;v-close;>10 years;3;2;;4;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;7
-18;0;family;regular;none;neither;34;Male;child;Lower;2;v-close;>10 years;5;3;4;1;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;6
-3;1;family;occasional;other;neither;49;Female;sibling;Lower;-1;v-close;>10 years;5;1;1;1;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;5
-12;1;sport;regular;none;neither;40;Female;neighbour;None;0;v-close;>10 years;2;2;2;3;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;2
0;1;sport;occasional;other;neither;52;Female;friend;None;2;v-close;>10 years;4;4;4;2;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;5
13;0;casual;regular;none;neither;65;Male;supervisor;Higher;1;v-close;>10 years;3;2;;4;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;5
0;1;casual;occasional;none;neither;52;Female;friend;None;2;v-close;>10 years;4;4;4;2;1.5;0;1;-1.5;-0.5;-1.5;1;-1;1;4
15;1;work;occasional;you;receiving;44;Male;supervisor;Higher;0;v-close;5-10 years;4;3;2;3;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;5
15;1;work;regular;none;neither;44;Male;supervisor;Higher;0;v-close;5-10 years;4;3;2;3;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;6
47;1;family;regular;none;neither;76;Male;parent;Higher;1;close;>10 years;5;3;3;4;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;6
47;1;family;occasional;other;neither;76;Male;parent;Higher;1;close;>10 years;5;3;3;4;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;4
15;1;sport;occasional;other;neither;44;Male;supervisor;Higher;0;v-close;5-10 years;4;3;2;3;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;6
15;1;casual;regular;none;neither;44;Male;supervisor;Higher;0;v-close;5-10 years;4;3;2;3;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;2
-15;1;casual;occasional;you;receiving;14;Male;extendedFamily;Lower;0;v-close;<2 years;2;2;;2;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;4
0;1;casual;occasional;none;neither;29;Male;friend;None;1;v-close;2-5 years;4;4;5;3;0.33;0.83;0.33;0.33;0.33;-0.67;-0.67;-0.67;-0.17;6
4;0;work;occasional;other;giving;25;Male;friend;None;2;v-close;2-5 years;5;5;5;5;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;6
29;0;work;occasional;you;receiving;50;Male;supervisor;Higher;1;v-close;5-10 years;2;3;2;4;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;6
29;0;work;regular;none;neither;50;Male;supervisor;Higher;1;v-close;5-10 years;2;3;2;4;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;3
28;1;family;occasional;you;neither;49;Female;parent;None;1;v-close;>10 years;4;4;4;1;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;3
29;0;sport;regular;none;neither;50;Male;supervisor;Higher;1;v-close;5-10 years;2;3;2;4;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;6
4;0;sport;occasional;other;neither;25;Male;friend;None;2;v-close;2-5 years;5;5;5;5;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;5
-1;1;casual;regular;none;neither;20;Female;groupMember;None;-1;v-close;5-10 years;2;3;2;3;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;5
29;0;casual;occasional;other;giving;50;Male;supervisor;Higher;1;v-close;5-10 years;2;3;2;4;0.22;-2.28;1.72;0.22;0.72;0.22;-0.28;-1.28;0.72;6
-12;0;work;occasional;other;giving;35;Female;coWorker;None;-1;v-close;2-5 years;4;5;2;3;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;7
-12;0;work;regular;none;neither;35;Female;coWorker;None;-1;v-close;2-5 years;4;5;2;3;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;7
26;0;family;regular;none;neither;73;Female;parent;None;1;v-close;>10 years;5;4;3;1;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;7
26;0;family;occasional;you;neither;73;Female;parent;None;1;v-close;>10 years;5;4;3;1;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;1
-18;0;sport;regular;none;neither;29;Female;friend;None;2;v-close;>10 years;5;4;3;1;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;7
-12;0;sport;occasional;other;neither;35;Female;coWorker;None;-1;v-close;2-5 years;4;5;2;3;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;5
-18;0;casual;occasional;you;receiving;29;Female;friend;None;2;v-close;>10 years;5;4;3;1;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;2
6;0;casual;occasional;other;giving;53;Female;extendedFamily;None;0;v-close;>10 years;2;2;2;2;0.39;-2.11;0.89;-1.61;0.89;-0.11;-0.11;0.89;0.89;7
-11;0;work;occasional;other;giving;29;Male;other;None;-2;v-close;<2 years;3;2;2;1;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;6
0;1;work;occasional;you;receiving;40;Female;supervisor;Higher;-1;v-close;2-5 years;2;4;;4;2.44;-1.06;-1.06;-1.06;0.44;-0.56;-1.06;0.94;0.94;7
